Department,Department Name,Division,Gender,Base Salary,2019 Overtime Pay,Grade
HHS,Department of Health and Human Services,Income Supports,F,104680,671.13,24
HHS,Department of Health and Human Services,24 Hours Crisis Center,M,86076.41,3590.78,24
HHS,Department of Health and Human Services,Child and Adolescent Mental Health Clinic Services,M,79698.92,0,24
HHS,Department of Health and Human Services,School Health Services,F,49729.75,0,15
HHS,Department of Health and Human Services,Environmental Health and Regulatory Services,F,94096.48,542.87,24
HHS,Department of Health and Human Services,Child Welfare Services,F,115099,16910.94,26
HHS,Department of Health and Human Services,Permanent Supportive Housing,F,99852,0,23
HHS,Department of Health and Human Services,Emergency Housing Assistance,F,86669,0,20
HHS,Department of Health and Human Services,TB and Refugee Health,F,109761,0,25
HHS,Department of Health and Human Services,Income Supports,F,95236,0,22
HHS,Department of Health and Human Services,School Health Services,F,51475.08,0,15
HHS,Department of Health and Human Services,Emergency Housing Assistance,F,64727.19,0,18
HHS,Department of Health and Human Services,Area Health Centers,F,102377,0,24
HHS,Department of Health and Human Services,School Health Services,F,48048,0,15
HHS,Department of Health and Human Services,Positive Youth Development,M,129140.73,0,M3
HHS,Department of Health and Human Services,School Health Services,F,46990.71,0,14
HHS,Department of Health and Human Services,Child Welfare Services,F,76376.74,0,18
HHS,Department of Health and Human Services,Area Health Centers,F,104680,0,24
HHS,Department of Health and Human Services,School Health Services,F,48048,0,15
HHS,Department of Health and Human Services,Nurse Monitoring,F,109761,690.01,25
HHS,Department of Health and Human Services,Income Supports,M,86669,220.37,20
HHS,Department of Health and Human Services,Income Supports,F,53483.5,0,13
HHS,Department of Health and Human Services,Women's Health Services,F,104680,0,24
HHS,Department of Health and Human Services,Behavioral Health Community Support Services,F,86669,0,20
HHS,Department of Health and Human Services,School Health Services,F,104680,0,24
HHS,Department of Health and Human Services,School Health Services,F,104680,0,24
HHS,Department of Health and Human Services,Child Welfare Services,F,104680,0,24
HHS,Department of Health and Human Services,Abused Persons Program,F,104680,0,24
HHS,Department of Health and Human Services,Medical Assistance Eligibility Services,F,76844.47,3006.4,20
HHS,Department of Health and Human Services,STD and HIV Services,M,87569.21,0,26
HHS,Department of Health and Human Services,School Health Services,F,101619.14,0,25
HHS,Department of Health and Human Services,Child Welfare Services,F,78902,859.8,18
HHS,Department of Health and Human Services,Head Start/Pre-K (Health),F,77265.67,0,24
HHS,Department of Health and Human Services,Medication Assisted Treatment - Clinical and Vocational Services,M,104680,0,24
HHS,Department of Health and Human Services,Child Welfare Services,F,57204.12,0,13
HHS,Department of Health and Human Services,Income Supports,M,83051.61,0,20
HHS,Department of Health and Human Services,Adult Protective and Case Management Services,F,52340,0,24
HHS,Department of Health and Human Services,School Based Health Centers,F,104680,0,24
HHS,Department of Health and Human Services,Maternity Dental,F,90848,0,21
HHS,Department of Health and Human Services,Medical Assistance Eligibility Services,F,74000.56,0,20
HHS,Department of Health and Human Services,Income Supports,M,86669,0,20
HHS,Department of Health and Human Services,School Health Services,F,46423.18,0,15
HHS,Department of Health and Human Services,TB and Refugee Health,F,104680,0,24
HHS,Department of Health and Human Services,Community Action Agency,F,89608.08,0,21
HHS,Department of Health and Human Services,Child Welfare Services,F,49926,0,23
HHS,Department of Health and Human Services,School Health Services,F,60003.13,51.32,15
HHS,Department of Health and Human Services,School Health Services,F,144751,0,M3
HHS,Department of Health and Human Services,Information Systems and Technology,M,115099,0,26
HHS,Department of Health and Human Services,Adult Protective Services - Nurse Assessment,F,104680,0,24
HHS,Department of Health and Human Services,TB and Refugee Health,F,67494.72,0,18
HHS,Department of Health and Human Services,School Health Services,F,60003.13,0,15
HHS,Department of Health and Human Services,Child Welfare Services,F,40635.84,0,24
HHS,Department of Health and Human Services,School Health Services,F,51475.08,0,15
HHS,Department of Health and Human Services,Facilities and Logistical Services,M,43748,0,5
HHS,Department of Health and Human Services,School Health Services,F,55140.54,0,15
HHS,Department of Health and Human Services,Adult Behavioral Health Services,F,203593,0,MD3
HHS,Department of Health and Human Services,School Health Services,F,60003.13,0,15
HHS,Department of Health and Human Services,School Health Services,F,49729.75,0,15
HHS,Department of Health and Human Services,Healthcare for the Homeless,F,105968.68,0,25
HHS,Department of Health and Human Services,Area Health Centers,F,62488,0,13
HHS,Department of Health and Human Services,School Health Services,F,55679.93,0,16
HHS,Department of Health and Human Services,Early Childhood Services,F,45010.57,0,23
HHS,Department of Health and Human Services,Income Supports,M,80760.17,825.51,24
HHS,Department of Health and Human Services,Income Supports,F,73418.34,1141.63,22
HHS,Department of Health and Human Services,Adult Protective and Case Management Services,F,81271.66,0,24
HHS,Department of Health and Human Services,School Health Services,F,44852.24,0,15
HHS,Department of Health and Human Services,Access to Behavioral Health Services,F,59176.68,0,18
HHS,Department of Health and Human Services,School Health Services,F,91595,0,24
HHS,Department of Health and Human Services,School Health Services,F,99536.06,0,24
HHS,Department of Health and Human Services,School Health Services,F,44852.24,0,15
HHS,Department of Health and Human Services,Income Supports,F,26534.31,18.09,12
HHS,Department of Health and Human Services,"Chief, Children Youth and Families",F,67814.08,0,17
HHS,Department of Health and Human Services,Community Support Network for People with Disabilities,F,20470.01,0,5
HHS,Department of Health and Human Services,Medical Assistance Eligibility Services,F,66742.88,0,20
HHS,Department of Health and Human Services,Adult Protective and Case Management Services,M,20470.01,0,5
HHS,Department of Health and Human Services,School Health Services,M,43617.88,0,15
HHS,Department of Health and Human Services,School Health Services,F,46424.51,74.85,15
HHS,Department of Health and Human Services,Child Welfare Services,F,64746.42,0,23
HHS,Department of Health and Human Services,School Health Services,F,44852.24,0,15
HHS,Department of Health and Human Services,School Health Services,F,38019.21,0,15
HHS,Department of Health and Human Services,Income Supports,M,62306.59,776.15,20
HHS,Department of Health and Human Services,STD and HIV Services,F,54626.8,0,13
HHS,Department of Health and Human Services,School Health Services,F,39340.43,0,15
HHS,Department of Health and Human Services,Income Supports,F,18335.2,0,10
HHS,Department of Health and Human Services,School Health Services,F,44853.34,0,15
HHS,Department of Health and Human Services,Income Supports,M,70935.59,1400.89,22
HHS,Department of Health and Human Services,Child Welfare Services,F,61403.48,0,18
HHS,Department of Health and Human Services,School Health Services,F,44852.57,0,15
HHS,Department of Health and Human Services,Access to Behavioral Health Services,F,73522.95,0,24
HHS,Department of Health and Human Services,Abused Persons Program,F,28441.71,0,S3
HHS,Department of Health and Human Services,Income Supports,F,71092.44,2415.98,22
HHS,Department of Health and Human Services,School Health Services,F,44852.57,0,15
HHS,Department of Health and Human Services,School Health Services,F,44852.57,0,15
HHS,Department of Health and Human Services,Aging and Disability Resource Unit,F,76119.18,0,20
HHS,Department of Health and Human Services,School Health Services,F,45144.49,18.2,15
HHS,Department of Health and Human Services,School Health Services,F,46422.08,0,15
HHS,Department of Health and Human Services,Child Welfare Services,F,59327.03,0,18
HHS,Department of Health and Human Services,Victim Assistance and Sexual Assault Program,F,40932.01,0,20
HHS,Department of Health and Human Services,Forensic Services,F,86172.65,234.89,24
HHS,Department of Health and Human Services,Adult Behavioral Health Services,M,99556.5,0,MD3
HHS,Department of Health and Human Services,Child and Adolescent Mental Health Clinic Services,M,80741.52,0,24
HHS,Department of Health and Human Services,School Health Services,F,42142.32,0,15
HHS,Department of Health and Human Services,Child Welfare Services,F,80742.52,455.58,24
HHS,Department of Health and Human Services,Child Welfare Services,F,80741.54,4708.5,24
HHS,Department of Health and Human Services,Child Welfare Services,F,76896.69,5315.1,23
HHS,Department of Health and Human Services,Income Supports,F,28065.78,0,12
HHS,Department of Health and Human Services,School Health Services,F,96780.14,0,24
HHS,Department of Health and Human Services,Nursing Home Inspections,F,102678.48,0,24
HHS,Department of Health and Human Services,School Health Services,F,47094.87,0,16
HHS,Department of Health and Human Services,School Health Services,F,44852.57,0,15
HHS,Department of Health and Human Services,School Health Services,F,44852.24,0,15
HHS,Department of Health and Human Services,School Health Services,F,44852.24,0,15
HHS,Department of Health and Human Services,Medical Assistance Eligibility Services,F,80758.87,5042.2,24
HHS,Department of Health and Human Services,School Health Services,M,70704.19,0,21
HHS,Department of Health and Human Services,Ombudsman Services,F,104680,0,24
HHS,Department of Health and Human Services,Support Planning,F,76107.68,0,21
HHS,Department of Health and Human Services,Service Coordination and Individual Support Services,F,75560.64,0,21
HHS,Department of Health and Human Services,Educational Support,F,75925.15,0,25
HHS,Department of Health and Human Services,Child Welfare Services,M,76896.7,0,23
OIG,Office of the Inspector General,Director,M,178068,0,40
HHS,Department of Health and Human Services,Infants and Toddlers,F,109761,0,25
HHS,Department of Health and Human Services,Child Welfare Services,M,80741.55,4676.92,24
HHS,Department of Health and Human Services,Fiscal Team,F,97563.57,0,23
HHS,Department of Health and Human Services,Victim Assistance and Sexual Assault Program,F,28098.02,0,20
HHS,Department of Health and Human Services,Forensic Services,F,79198.86,335.16,24
HHS,Department of Health and Human Services,Child Welfare Services,F,78523.35,0,24
HHS,Department of Health and Human Services,Human Resources,F,139303.64,0,M3
HHS,Department of Health and Human Services,Income Supports,M,64486.9,818.73,20
HHS,Department of Health and Human Services,School Health Services,F,44852.27,0,15
HHS,Department of Health and Human Services,School Health Services,F,44852.57,0,15
HHS,Department of Health and Human Services,ADA - HIPPA Compliance,F,149864.84,0,M2
HHS,Department of Health and Human Services,Child Welfare Services,M,144751,0,M3
HHS,Department of Health and Human Services,Maternity Dental,F,65464,0,14
HHS,Department of Health and Human Services,Child Welfare Services,F,59233.18,0,16
HHS,Department of Health and Human Services,Medical Assistance Eligibility Services,F,70935.59,0,22
HHS,Department of Health and Human Services,Adult Drug Court,M,77253.39,0,24
HHS,Department of Health and Human Services,Adult Drug Court,M,86669,0,20
HHS,Department of Health and Human Services,School Health Services,F,42142.49,67.94,15
HHS,Department of Health and Human Services,Substance Abuse Prevention,M,87935,0,25
HHS,Department of Health and Human Services,Budget Team,F,105547.38,0,25
HHS,Department of Health and Human Services,Income Supports,F,64486.9,0,20
HHS,Department of Health and Human Services,Health Care and Group Residential Services,F,106458.15,0,25
HHS,Department of Health and Human Services,Medical Assistance Eligibility Services,F,64773.11,2055.81,20
HHS,Department of Health and Human Services,Director's Office,F,167345,0,M2
HHS,Department of Health and Human Services,Income Supports,F,63067.87,0,17
HHS,Department of Health and Human Services,Medical Assistance Eligibility Services,F,70935.58,0,21
HHS,Department of Health and Human Services,Child Welfare Services,F,54947.11,0,21
HHS,Department of Health and Human Services,Jail Addiction Services,F,81310.35,0,24
HHS,Department of Health and Human Services,Child Welfare Services,F,75322.05,0,23
HHS,Department of Health and Human Services,Area Health Centers,F,99536.06,0,24
HHS,Department of Health and Human Services,Income Supports,M,64487.32,87.89,20
HHS,Department of Health and Human Services,Environmental Health and Regulatory Services,F,81433.16,0,24
HHS,Department of Health and Human Services,Environmental Health and Regulatory Services,M,102377,0,24
HHS,Department of Health and Human Services,Forensic Services,F,108129.44,19652.75,26
HHS,Department of Health and Human Services,School Health Services,F,43617.85,0,15
HHS,Department of Health and Human Services,Director's Office,F,140491.14,0,M2
HHS,Department of Health and Human Services,Special Projects - Linkages to Learning,F,72241.4,127.38,18
HHS,Department of Health and Human Services,Medical Assistance Eligibility Services,F,70935.58,4632.45,22
HHS,Department of Health and Human Services,Child Welfare Services,F,78011.14,0,24
HHS,Department of Health and Human Services,Care Coordination,F,61403.48,1070.66,18
HHS,Department of Health and Human Services,School Health Services,F,39821.39,0,15
HHS,Department of Health and Human Services,Child Welfare Services,F,92922.85,0,24
HHS,Department of Health and Human Services,Income Supports,F,64629.49,0,20
HHS,Department of Health and Human Services,Victim Assistance and Sexual Assault Program,F,76294.54,0,16
HHS,Department of Health and Human Services,Income Supports,F,26796.71,0,16
HHS,Department of Health and Human Services,Early Childhood Services,F,151701.54,0,M2
HHS,Department of Health and Human Services,Child Welfare Services,F,80534.27,0,24
HHS,Department of Health and Human Services,Medical Assistance Eligibility Services,F,75810.41,3068.62,20
HHS,Department of Health and Human Services,Child Welfare Services,F,80741.54,4805.06,24
HHS,Department of Health and Human Services,Abused Persons Program,F,64578.79,0,23
HHS,Department of Health and Human Services,School Health Services,F,91595,0,24
HHS,Department of Health and Human Services,School Health Services,F,99536.72,0,24
HHS,Department of Health and Human Services,Disease Control - Immunization,F,104680,0,24
HHS,Department of Health and Human Services,Chief Services to End and Prevent Homelessness,M,109761,0,25
HHS,Department of Health and Human Services,Early Childhood Services,F,49628.83,0,13
HHS,Department of Health and Human Services,School Health Services,F,51259.7,578.47,13
HHS,Department of Health and Human Services,School Health Services,F,44852.19,0,15
HHS,Department of Health and Human Services,School Health Services,F,44852.24,0,15
HHS,Department of Health and Human Services,School Health Services,F,43617.9,0,15
HHS,Department of Health and Human Services,School Health Services,F,104680,0,24
HHS,Department of Health and Human Services,School Health Services,F,44852.24,0,15
HHS,Department of Health and Human Services,School Health Services,F,44852.24,0,15
HHS,Department of Health and Human Services,School Health Services,F,44852.27,0,15
HHS,Department of Health and Human Services,Positive Youth Development,F,57601.02,0,16
HHS,Department of Health and Human Services,Disease Control - Immunization,F,82640.39,408,24
HHS,Department of Health and Human Services,School Health Services,F,104680,0,24
HHS,Department of Health and Human Services,School Health Services,F,4816.28,0,15
HHS,Department of Health and Human Services,Head Start,F,65464,0,14
HHS,Department of Health and Human Services,Community Action Agency,F,90526.51,0,21
HHS,Department of Health and Human Services,Income Supports,F,64486.92,1264.55,20
HHS,Department of Health and Human Services,24 Hours Crisis Center,F,81013.04,4327.39,24
HHS,Department of Health and Human Services,Urine Monitoring Program,M,111913.97,0,26
HHS,Department of Health and Human Services,Adult Protective and Case Management Services,F,99852,0,23
HHS,Department of Health and Human Services,Fiscal Team,F,113602.93,0,26
HHS,Department of Health and Human Services,Aging and Disability Resource Unit,F,66743.94,0,20
HHS,Department of Health and Human Services,Contract Team,M,76896.99,0,21
HHS,Department of Health and Human Services,Access to Behavioral Health Services,F,104680,0,24
HHS,Department of Health and Human Services,Child Welfare Services,M,60874.33,0,18
HHS,Department of Health and Human Services,Jail Addiction Services,M,86669,0,20
HHS,Department of Health and Human Services,STD and HIV Services,F,80742.52,0,24
HHS,Department of Health and Human Services,Social Services Officer,M,160000,0,0
HHS,Department of Health and Human Services,Autism Waiver,F,74175.26,0,21
HHS,Department of Health and Human Services,Health Planning and Epidemiology,F,99852,0,23
HHS,Department of Health and Human Services,Service Coordination and Individual Support Services,F,71233.34,0,21
HHS,Department of Health and Human Services,Income Supports,F,56238.27,0,13
HHS,Department of Health and Human Services,Adult Protective and Case Management Services,F,83893.12,1886.6,24
HHS,Department of Health and Human Services,Educational Support,F,74105.69,0,23
HHS,Department of Health and Human Services,Positive Youth Development,M,30701.75,0,18
HHS,Department of Health and Human Services,Outpatient Addiction and Mental Health Clinic,F,82783.6,0,24
HHS,Department of Health and Human Services,Ombudsman Services,F,36336.13,0,23
HHS,Department of Health and Human Services,"Planning, Accountability and Customer Service",F,107346,0,23
HHS,Department of Health and Human Services,Home Energy Assistance Program,F,70935.59,241.7,22
HHS,Department of Health and Human Services,Income Supports,F,68971.57,0,25
HHS,Department of Health and Human Services,Income Supports,F,62306.59,74.31,20
HHS,Department of Health and Human Services,Emergency Housing Assistance,F,46317.8,0,24
HHS,Department of Health and Human Services,Adult Protective and Case Management Services,F,88312.61,2236,26
HHS,Department of Health and Human Services,Income Supports,F,58874.91,0,17
HHS,Department of Health and Human Services,School Health Services,F,96170.1,0,24
HHS,Department of Health and Human Services,Income Supports,F,62306.59,106.15,20
HHS,Department of Health and Human Services,School Health Services,F,81817.79,0,24
HHS,Department of Health and Human Services,School Health Services,F,99206.19,0,24
HHS,Department of Health and Human Services,School Health Services,F,43617.88,0,15
HHS,Department of Health and Human Services,School Health Services,F,47401.74,0,16
HHS,Department of Health and Human Services,School Health Services,F,45144.5,0,15
HHS,Department of Health and Human Services,School Health Services,F,45144.5,0,15
HHS,Department of Health and Human Services,School Health Services,F,45144.57,0,15
HHS,Department of Health and Human Services,School Health Services,F,43617.95,52.74,15
HHS,Department of Health and Human Services,School Health Services,F,9935.07,0,24
HHS,Department of Health and Human Services,School Health Services,F,43617.83,86.14,15
HHS,Department of Health and Human Services,Maternity Dental,F,60320.84,212.74,13
HHS,Department of Health and Human Services,Infants and Toddlers,F,83714.58,0,21
HHS,Department of Health and Human Services,Director's Office,F,99852,0,23
HHS,Department of Health and Human Services,Women's Health Services,F,59838.28,0,18
HHS,Department of Health and Human Services,Fiscal Team,F,86172.65,0,23
HHS,Department of Health and Human Services,Clinical Assessment and Triage Services,F,78847.98,10360.88,24
HHS,Department of Health and Human Services,Medical Assistance Eligibility Services,F,56195.78,0,20
HHS,Department of Health and Human Services,Income Supports,F,68938.12,0,20
HHS,Department of Health and Human Services,Asian American Health Initiative,M,108129.44,0,25
HHS,Department of Health and Human Services,Medication Assisted Treatment - Clinical and Vocational Services,M,61432.96,0,18
HHS,Department of Health and Human Services,Medical Assistance Eligibility Services,F,64773.11,0,20
HHS,Department of Health and Human Services,Clinical Assessment and Triage Services,F,51800.52,0,13
HHS,Department of Health and Human Services,Permanent Supportive Housing,F,74297.22,0,23
HHS,Department of Health and Human Services,Child Welfare Services,F,78012.09,0,24
HHS,Department of Health and Human Services,Community Action Agency,F,61398.04,0,18
HHS,Department of Health and Human Services,Information Systems and Technology,M,165059.32,0,M2
HHS,Department of Health and Human Services,Early Childhood Services,F,78991.59,0,21
HHS,Department of Health and Human Services,Victim Assistance and Sexual Assault Program,F,78739.97,0,23
HHS,Department of Health and Human Services,TB and Refugee Health,M,47770.21,0,13
HHS,Department of Health and Human Services,Adult Protective and Case Management Services,F,86854.83,0,24
HHS,Department of Health and Human Services,Income Supports,M,56753.08,9553.16,17
HHS,Department of Health and Human Services,Clinical Assessment and Triage Services,F,104680,20229.42,24
HHS,Department of Health and Human Services,Clinical Assessment and Triage Services,F,92379.62,24916.25,26
HHS,Department of Health and Human Services,Head Start/Pre-K (Health),M,103233.57,0,M3
HHS,Department of Health and Human Services,School Health Services,F,45144.57,0,15
HHS,Department of Health and Human Services,School Health Services,F,43617.89,0,15
HHS,Department of Health and Human Services,School Health Services,F,81818.98,0,24
HHS,Department of Health and Human Services,School Health Services,F,87290.16,0,24
HHS,Department of Health and Human Services,School Health Services,F,4984.9,0,15
HHS,Department of Health and Human Services,School Health Services,F,92917.93,0,24
HHS,Department of Health and Human Services,School Health Services,F,101586.07,0,24
HHS,Department of Health and Human Services,School Health Services,F,51593.68,0,13
HHS,Department of Health and Human Services,School Health Services,F,52979.63,0,18
HHS,Department of Health and Human Services,School Health Services,F,45144.57,0,15
HHS,Department of Health and Human Services,Senior Nutrition Program,F,98424.97,0,23
HHS,Department of Health and Human Services,Area Health Centers,M,61432.96,0,20
HHS,Department of Health and Human Services,Income Supports,F,41788.36,327.5,13
HHS,Department of Health and Human Services,Victim Assistance and Sexual Assault Program,F,104422.58,0,26
HHS,Department of Health and Human Services,Area Health Centers,F,61432.96,0,18
HHS,Department of Health and Human Services,"Chief, Behavioral Health and Crisis Services",F,75290,0,17
HHS,Department of Health and Human Services,STD and HIV Services,F,196284.73,0,MD4
HHS,Department of Health and Human Services,Permanent Supportive Housing,F,108344.3,0,25
HHS,Department of Health and Human Services,Child Welfare Services,M,77954.92,0,23
HHS,Department of Health and Human Services,Adult Protective and Case Management Services,M,82160.99,0,24
HHS,Department of Health and Human Services,Child Welfare Services,F,59327.03,497.82,18
HHS,Department of Health and Human Services,Child Welfare Services,F,104680,0,24
HHS,Department of Health and Human Services,Juvenile Justice Services,M,49771.5,33.92,13
HHS,Department of Health and Human Services,Infants and Toddlers,F,54918.79,0,16
HHS,Department of Health and Human Services,Child Welfare Services,F,55361.91,226.37,16
HHS,Department of Health and Human Services,"Chief, Public Health",F,53797.13,339.11,16
HHS,Department of Health and Human Services,Urine Monitoring Program,M,59750.54,0,18
HHS,Department of Health and Human Services,"Chief, Public Health",F,70936.05,0,23
HHS,Department of Health and Human Services,Public Health Emergency Preparedness and Response Program,F,71598.98,0,23
HHS,Department of Health and Human Services,Income Supports,F,42886.49,0,13
HHS,Department of Health and Human Services,Environmental Health and Regulatory Services,F,46882.49,0,16
HHS,Department of Health and Human Services,Abused Persons Program,F,67350.31,0,23
HHS,Department of Health and Human Services,Environmental Health and Regulatory Services,M,75934,1526.4,24
HHS,Department of Health and Human Services,Special Projects - Linkages to Learning,F,49926,0,23
HHS,Department of Health and Human Services,Area Agency on Aging Administration,F,79737.35,674.88,25
HHS,Department of Health and Human Services,Contract Team,M,108264.49,0,27
HHS,Department of Health and Human Services,School Health Services,F,40717.75,0,15
HHS,Department of Health and Human Services,School Health Services,F,42142.89,0,15
HHS,Department of Health and Human Services,School Health Services,F,42142.94,0,15
HHS,Department of Health and Human Services,School Health Services,F,42142.91,0,15
HHS,Department of Health and Human Services,School Health Services,F,98151.04,0,24
HHS,Department of Health and Human Services,School Health Services,F,42142.91,0,15
HHS,Department of Health and Human Services,School Health Services,F,42142.91,0,15
HHS,Department of Health and Human Services,School Health Services,F,44250.04,0,16
HHS,Department of Health and Human Services,Ombudsman Services,F,90045.6,0,23
HHS,Department of Health and Human Services,Income Supports,M,60787.26,978.88,20
HHS,Department of Health and Human Services,24 Hours Crisis Center,M,45940.78,81.02,13
HHS,Department of Health and Human Services,Latino Health Initiative,M,87492.08,0,21
HHS,Department of Health and Human Services,Income Supports,M,54295.44,0,20
HHS,Department of Health and Human Services,Adult Behavioral Health Services,F,56826.84,0,18
HHS,Department of Health and Human Services,Child Welfare Services,F,87149.38,0,26
HHS,Department of Health and Human Services,Information Systems and Technology,M,126584,0,28
HHS,Department of Health and Human Services,"Chief, Public Health",F,107517.14,0,25
HHS,Department of Health and Human Services,Adult Behavioral Health Services,F,75008.18,0,24
HHS,Department of Health and Human Services,Autism Waiver,F,65258.88,4401.66,21
HHS,Department of Health and Human Services,Child Welfare Services,F,65698.54,0,23
HHS,Department of Health and Human Services,Medical Assistance Eligibility Services,F,60935.54,0,20
HHS,Department of Health and Human Services,Child Welfare Services,F,75374.01,0,24
HHS,Department of Health and Human Services,Child Welfare Services,F,73525.37,0,23
HHS,Department of Health and Human Services,Child Welfare Services,F,75374.02,0,24
HHS,Department of Health and Human Services,Income Supports,F,60199.18,1482.99,20
HHS,Department of Health and Human Services,Early Childhood Services,F,95096.23,0,23
HHS,Department of Health and Human Services,Income Supports,F,49771.5,35.11,13
HHS,Department of Health and Human Services,Income Supports,F,60199.18,2990.5,20
HHS,Department of Health and Human Services,Income Supports,M,64644.7,0,20
HHS,Department of Health and Human Services,Income Supports,F,60199.18,512.78,20
HHS,Department of Health and Human Services,Child Welfare Services,F,59355.51,0,18
HHS,Department of Health and Human Services,Income Supports,F,58162.92,435.98,20
HHS,Department of Health and Human Services,School Health Services,F,43617.9,0,15
HHS,Department of Health and Human Services,School Health Services,F,43617.9,0,15
HHS,Department of Health and Human Services,School Health Services,F,42142.91,0,15
HHS,Department of Health and Human Services,School Health Services,F,89775.98,0,24
HHS,Department of Health and Human Services,School Health Services,F,4816.33,0,15
HHS,Department of Health and Human Services,School Health Services,F,48162.69,0,15
HHS,Department of Health and Human Services,School Health Services,F,43617.9,0,15
HHS,Department of Health and Human Services,School Health Services,F,33720.41,0,15
HHS,Department of Health and Human Services,"Planning, Accountability and Customer Service",M,120773.72,0,M2
HHS,Department of Health and Human Services,Income Supports,F,60199.18,0,20
HHS,Department of Health and Human Services,Access to Behavioral Health Services,M,86669,0,20
HHS,Department of Health and Human Services,School Based Health Centers,F,100644.12,0,25
HHS,Department of Health and Human Services,Medical Assistance Eligibility Services,F,68537.23,17260.47,22
HHS,Department of Health and Human Services,Income Supports,F,63123.73,548.28,20
HHS,Department of Health and Human Services,School Health Services,F,103058.61,0,25
HHS,Department of Health and Human Services,Home Energy Assistance Program,F,58163.46,436,20
HHS,Department of Health and Human Services,Income Supports,F,56883.57,0,17
HHS,Department of Health and Human Services,Care Coordination,F,88448.99,0,24
HHS,Department of Health and Human Services,School Health Services,F,92917.66,0,24
HHS,Department of Health and Human Services,Child Welfare Services,F,75374.29,0,24
HHS,Department of Health and Human Services,Medical Assistance Eligibility Services,F,68945.37,0,20
HHS,Department of Health and Human Services,24 Hours Crisis Center,F,103928.75,15363.13,24
HHS,Department of Health and Human Services,Income Supports,F,72574.08,0,20
HHS,Department of Health and Human Services,Montgomery Cares,F,94077.51,0,25
HHS,Department of Health and Human Services,Medical Assistance Eligibility Services,F,60199.17,0,20
HHS,Department of Health and Human Services,Medical Assistance Eligibility Services,F,54577.29,55.79,17
HHS,Department of Health and Human Services,Area Health Centers,F,92917.72,0,24
HHS,Department of Health and Human Services,STD and HIV Services,F,83577.61,0,24
HHS,Department of Health and Human Services,Adult Protective and Case Management Services,F,84412.67,2382.61,24
HHS,Department of Health and Human Services,Adult Protective and Case Management Services,F,92092.47,0,24
HHS,Department of Health and Human Services,Child Welfare Services,F,60361.31,0,18
HHS,Department of Health and Human Services,Adult Protective and Case Management Services,F,81271.66,0,24
HHS,Department of Health and Human Services,Head Start,M,76797.95,0,21
HHS,Department of Health and Human Services,Abused Persons Program,F,47836.02,162.99,13
HHS,Department of Health and Human Services,Income Supports,F,82528.44,0,25
HHS,Department of Health and Human Services,Area Health Centers,F,98151.72,0,24
HHS,Department of Health and Human Services,School Health Services,F,42142.43,0,15
HHS,Department of Health and Human Services,School Health Services,F,42142.44,0,15
HHS,Department of Health and Human Services,School Health Services Center,F,46459.96,0,24
HHS,Department of Health and Human Services,School Health Services,F,89777.59,0,24
HHS,Department of Health and Human Services,Area Health Centers,F,56826.41,0,18
HHS,Department of Health and Human Services,Income Supports,F,50935.32,0,13
HHS,Department of Health and Human Services,Income Supports,F,45940.95,0,13
HHS,Department of Health and Human Services,Adult Protective and Case Management Services,F,85128.59,1102.25,24
HHS,Department of Health and Human Services,Healthcare for the Homeless,F,90345.65,0,24
HHS,Department of Health and Human Services,Chief Services to End and Prevent Homelessness,F,98520.49,0,25
HHS,Department of Health and Human Services,Income Supports,F,60199.6,665.21,20
HHS,Department of Health and Human Services,Information Systems and Technology,M,96591.43,0,26
HHS,Department of Health and Human Services,Medical Assistance Eligibility Services,F,58163.31,0,20
HHS,Department of Health and Human Services,Income Supports,F,166978.86,0,M2
HHS,Department of Health and Human Services,Information Systems and Technology,M,126584,0,28
HHS,Department of Health and Human Services,Contract Team,M,99852,1831.06,23
HHS,Department of Health and Human Services,Educational Support,F,33826.89,0,23
HHS,Department of Health and Human Services,Social Services Officer,F,155854,0,0
HHS,Department of Health and Human Services,Child Welfare Services,F,67831.32,0,21
HHS,Department of Health and Human Services,School Health Services,F,40717.34,0,15
HHS,Department of Health and Human Services,School Health Services,F,42142.42,0,15
HHS,Department of Health and Human Services,Income Supports,F,46534.11,0,13
HHS,Department of Health and Human Services,School Health Services,F,42142.42,0,15
HHS,Department of Health and Human Services,Nursing Home Inspections,M,92610.3,0,24
HHS,Department of Health and Human Services,Public Health Emergency Preparedness and Response Program,M,80958.99,0,24
HHS,Department of Health and Human Services,Environmental Health and Regulatory Services,F,79996.91,0,23
HHS,Department of Health and Human Services,Treatment Services Admin,F,99353.79,0,23
HHS,Department of Health and Human Services,Screening and Assessment Services for Children and Adolescents,F,72636.82,0,24
HHS,Department of Health and Human Services,TB and Refugee Health,F,41970.56,0,13
HHS,Department of Health and Human Services,Nurse Monitoring,F,67720.76,0,21
HHS,Department of Health and Human Services,Area Health Centers,F,50220.64,0,16
HHS,Department of Health and Human Services,Positive Youth Development,F,51255.35,0,18
HHS,Department of Health and Human Services,School Based Health Centers,F,79776.09,0,24
HHS,Department of Health and Human Services,School Health Services,F,92610.62,0,24
HHS,Department of Health and Human Services,School Health Services,F,85458.08,0,24
HHS,Department of Health and Human Services,School Health Services,F,89775.98,0,24
HHS,Department of Health and Human Services,School Health Services,F,40717.34,0,15
HHS,Department of Health and Human Services,School Health Services,F,94832.45,0,24
